# Raman tensor in 10^(-30) Cm^2/V
# mode: 87   phonon freq: 269.544951
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
26.15631+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.16582+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.17532+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.18483+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.695e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.397e-01+0.000e+00j 4.152e-01+0.000e+00j
26.19434+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.695e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.397e-01+0.000e+00j 4.152e-01+0.000e+00j
26.20385+0.00000j 1.704e-01+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.21335+0.00000j 1.704e-01+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.22286+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.23237+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.24188+0.00000j 1.704e-01-1.704e-01j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.408e-01+0.000e+00j 7.992e-01+0.000e+00j
26.25139+0.00000j 1.704e-01-1.704e-01j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.408e-01+0.000e+00j 7.992e-01+0.000e+00j
26.26089+0.00000j 0.000e+00+0.000e+00j 0.000e+00+1.715e-01j 1.715e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.431e-01+0.000e+00j 5.942e-01+0.000e+00j
26.27040+0.00000j 0.000e+00+0.000e+00j 0.000e+00+1.781e-01j 1.781e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.561e-01+0.000e+00j 6.168e-01+0.000e+00j
26.27991+0.00000j 1.814e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.566e-01+0.000e+00j 4.444e-01+0.000e+00j
26.28942+0.00000j 1.749e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.474e-01+0.000e+00j 4.284e-01+0.000e+00j
26.29893+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.30843+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.31794+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.32745+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.33696+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.34647+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.35597+0.00000j 1.695e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.397e-01+0.000e+00j 4.152e-01+0.000e+00j
26.36548+0.00000j 1.695e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.397e-01+0.000e+00j 4.152e-01+0.000e+00j
26.37499+0.00000j 0.000e+00+0.000e+00j -2.073e-01+1.704e-01j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.222e-01+0.000e+00j 6.818e-01+0.000e+00j
26.38450+0.00000j 0.000e+00+0.000e+00j -1.453e+00+1.704e-01j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.199e+00+0.000e+00j 3.469e+00+0.000e+00j
26.39401+0.00000j 1.704e-01+0.000e+00j -2.110e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.112e+00+0.000e+00j 5.046e+00+0.000e+00j
26.40351+0.00000j 1.704e-01+0.000e+00j -8.643e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.359e+00+0.000e+00j 2.017e+00+0.000e+00j
26.41302+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.42253+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.43204+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 3.839e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.712e-01+0.000e+00j 1.149e+00+0.000e+00j
26.44154+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 1.630e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.195e+00+0.000e+00j 4.151e+00+0.000e+00j
26.45105+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.276e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.218e+00+0.000e+00j 5.574e+00+0.000e+00j
26.46056+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.036e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.465e+00+0.000e+00j 2.538e+00+0.000e+00j
26.47007+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+1.704e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.408e-01+0.000e+00j 5.902e-01+0.000e+00j
26.47958+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+1.704e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.408e-01+0.000e+00j 5.902e-01+0.000e+00j
26.48908+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.49859+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.50810+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.51761+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.52712+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.812e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.391e-01+0.000e+00j 9.337e-01+0.000e+00j
26.53662+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.627e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.301e+00+0.000e+00j 3.986e+00+0.000e+00j
26.54613+0.00000j 1.815e-01+0.000e+00j 1.815e-01-1.815e-01j 2.290e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.994e+00+0.000e+00j 5.961e+00+0.000e+00j
26.55564+0.00000j 1.750e-01+0.000e+00j 1.750e-01-1.750e-01j 1.044e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.254e+00+0.000e+00j 2.946e+00+0.000e+00j
26.56515+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.57466+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.58416+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.59367+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.60318+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.61269+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.62220+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.63170+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.64121+0.00000j 1.815e-01+0.000e+00j -1.971e-01+0.000e+00j 3.786e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 7.166e-01+0.000e+00j 1.060e+00+0.000e+00j
26.65072+0.00000j 1.750e-01+0.000e+00j -1.443e+00+0.000e+00j 1.618e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.751e+00+0.000e+00j 4.379e+00+0.000e+00j
26.66023+0.00000j 0.000e+00-1.704e-01j -2.121e+00+0.000e+00j 2.291e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.410e+00+0.000e+00j 6.262e+00+0.000e+00j
26.66974+0.00000j 0.000e+00-1.704e-01j -8.746e-01+0.000e+00j 1.045e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.366e+00+0.000e+00j 2.768e+00+0.000e+00j
26.67924+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00-1.704e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.408e-01+0.000e+00j 5.902e-01+0.000e+00j
26.68875+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00-1.704e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.408e-01+0.000e+00j 5.902e-01+0.000e+00j
26.69826+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.714e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.425e-01+0.000e+00j 4.200e-01+0.000e+00j
26.70777+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.780e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.517e-01+0.000e+00j 4.359e-01+0.000e+00j
26.71727+0.00000j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.595e-01+0.000e+00j 4.495e-01+0.000e+00j
26.72678+0.00000j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.595e-01+0.000e+00j 4.495e-01+0.000e+00j
26.73629+0.00000j 1.815e-01+0.000e+00j 0.000e+00-1.815e-01j 1.815e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.630e-01+0.000e+00j 8.514e-01+0.000e+00j
26.74580+0.00000j 1.750e-01+0.000e+00j 0.000e+00-1.750e-01j 1.750e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.500e-01+0.000e+00j 8.208e-01+0.000e+00j
26.75531+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.76481+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
26.77432+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.78383+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 6.815e-01+0.000e+00j
26.79334+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.80285+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.81235+0.00000j 1.835e-01+0.000e+00j 1.835e-01+0.000e+00j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.005e+00+0.000e+00j
26.82186+0.00000j 1.835e-01+0.000e+00j 1.835e-01+0.000e+00j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.005e+00+0.000e+00j
26.83137+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.84088+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.85039+0.00000j 1.704e-01+0.000e+00j -1.937e-01+0.000e+00j 3.641e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.937e-01+0.000e+00j 1.014e+00+0.000e+00j
26.85989+0.00000j 1.704e-01+0.000e+00j -1.440e+00+0.000e+00j 1.610e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.738e+00+0.000e+00j 4.360e+00+0.000e+00j
26.86940+0.00000j 0.000e+00+0.000e+00j -2.124e+00+0.000e+00j 2.294e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.413e+00+0.000e+00j 6.258e+00+0.000e+00j
26.87891+0.00000j 0.000e+00+0.000e+00j -8.779e-01+0.000e+00j 1.048e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.362e+00+0.000e+00j 2.745e+00+0.000e+00j
26.88842+0.00000j 1.714e-01+1.714e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.428e-01+0.000e+00j 5.938e-01+0.000e+00j
26.89793+0.00000j 1.779e-01+1.779e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.559e-01+0.000e+00j 6.164e-01+0.000e+00j
26.90743+0.00000j 0.000e+00+0.000e+00j 1.835e-01+0.000e+00j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.595e-01+0.000e+00j 7.340e-01+0.000e+00j
26.91694+0.00000j 0.000e+00+0.000e+00j 1.835e-01+0.000e+00j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.595e-01+0.000e+00j 7.340e-01+0.000e+00j
26.92645+0.00000j 1.815e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.567e-01+0.000e+00j 4.447e-01+0.000e+00j
26.93596+0.00000j 1.750e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.475e-01+0.000e+00j 4.287e-01+0.000e+00j
26.94547+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.95497+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
26.96448+0.00000j 3.634e-01+0.000e+00j 0.000e+00+0.000e+00j 1.714e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.454e-01+0.000e+00j 1.104e+00+0.000e+00j
26.97399+0.00000j 1.610e+00+0.000e+00j 0.000e+00+0.000e+00j 1.779e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.162e+00+0.000e+00j 4.109e+00+0.000e+00j
26.98350+0.00000j 2.308e+00+0.000e+00j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.143e+00+0.000e+00j 5.819e+00+0.000e+00j
26.99300+0.00000j 1.062e+00+0.000e+00j 1.835e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.391e+00+0.000e+00j 2.784e+00+0.000e+00j
27.00251+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.657e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.171e-01+0.000e+00j 8.957e-01+0.000e+00j
27.01202+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.605e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.270e+00+0.000e+00j 3.932e+00+0.000e+00j
27.02153+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 2.304e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.145e+00+0.000e+00j 5.796e+00+0.000e+00j
27.03104+0.00000j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 1.058e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.391e+00+0.000e+00j 2.759e+00+0.000e+00j
27.04054+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
27.05005+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
27.05956+0.00000j 1.714e-01+0.000e+00j 1.714e-01+0.000e+00j 1.714e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.387e-01+0.000e+00j
27.06907+0.00000j 1.779e-01+0.000e+00j 1.779e-01+0.000e+00j 1.779e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.744e-01+0.000e+00j
27.07858+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
27.08808+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
27.09759+0.00000j 1.816e-01+0.000e+00j 0.000e+00+0.000e+00j 3.630e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.445e-01+0.000e+00j 1.119e+00+0.000e+00j
27.10710+0.00000j 1.751e-01+0.000e+00j 0.000e+00+0.000e+00j 1.603e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.153e+00+0.000e+00j 4.089e+00+0.000e+00j
27.11661+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.307e+00-1.704e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.271e+00+0.000e+00j 5.666e+00+0.000e+00j
27.12612+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.061e+00-1.704e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.519e+00+0.000e+00j 2.631e+00+0.000e+00j
27.13562+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
27.14513+0.00000j 0.000e+00+0.000e+00j 1.704e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.410e-01+0.000e+00j 4.174e-01+0.000e+00j
27.15464+0.00000j 1.714e-01+1.714e-01j 0.000e+00+0.000e+00j 1.714e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.427e-01+0.000e+00j 8.038e-01+0.000e+00j
